ID,Age (25+),Has_Job,Income (>$1000),Avails_Membership
2627,1,1,1,1
2628,1,0,0,0
2629,1,0,1,0
2630,0,0,0,0
2631,0,1,1,0
2632,0,0,0,0
2633,0,0,0,0
2634,1,0,1,0
2635,1,0,0,0
2636,1,1,0,1
2637,0,0,0,1
2638,1,0,0,1
2639,1,1,0,1
2640,1,1,1,1
2641,0,1,1,1
2642,1,0,0,0
2643,0,0,1,0
2644,0,0,0,0
2645,0,0,0,0
2646,0,1,1,0
2647,1,0,0,1
2648,0,0,0,0
2649,0,1,0,0
2650,1,1,1,0
2651,1,1,1,1
2652,0,0,0,0
2653,1,0,0,0
2654,0,0,0,0
2655,0,0,0,0
2656,0,0,0,0
2657,0,1,1,1
2658,1,1,1,1
2659,0,0,1,1
2660,1,0,1,0
2661,1,0,0,0
2662,1,0,0,0
2663,1,0,1,0
2664,0,1,1,0
2665,1,1,0,1
2666,0,1,1,1
2667,1,0,0,0
2668,1,0,0,0
2669,0,1,0,0
2670,0,1,1,1
2671,0,0,1,1
2672,1,1,1,1
2673,1,1,1,1
2674,0,0,1,0
2675,0,1,0,0
2676,0,1,1,1
2677,0,1,0,0
2678,1,0,0,1
2679,0,1,0,0
2680,0,1,1,1
2681,0,1,1,1
2682,0,0,1,0
2683,1,0,1,0
2684,0,1,1,1
2685,1,0,1,0
2686,0,1,1,0
2687,0,0,1,0
2688,1,0,0,0
2689,0,1,1,0
2690,1,1,0,1
2691,1,1,0,1
2692,0,0,0,0
2693,1,1,0,0
2694,1,0,1,0
2695,1,0,1,1
2696,1,1,0,1
2697,1,0,0,1
2698,1,1,0,1
2699,1,0,1,0
2700,1,1,0,0
2701,0,0,0,0
2702,0,0,1,0
2703,1,1,0,1
2704,0,0,1,0
2705,1,1,1,1
2706,1,0,0,0
2707,0,0,0,0
2708,1,0,0,1
2709,1,1,1,1
2710,1,1,1,1
2711,1,1,1,1
2712,0,1,0,0
2713,1,1,0,0
2714,1,0,0,0
2715,1,0,0,1
2716,0,1,0,0
2717,1,0,0,0
2718,0,0,1,0
2719,0,0,1,0
2720,1,0,1,0
2721,1,1,0,0
2722,0,0,1,0
2723,1,1,1,1
2724,0,1,1,0
2725,0,0,0,0
2726,1,1,0,0
2727,1,0,1,1
2728,0,0,0,0
2729,0,0,0,0
2730,0,1,0,0
2731,0,1,0,0
2732,1,1,1,1
2733,1,0,0,1
2734,1,0,1,0
2735,1,0,1,0
2736,1,1,0,1
2737,0,0,0,0
2738,1,0,0,0
2739,1,1,1,1
2740,1,1,1,1
2741,1,1,1,1
2742,1,0,1,1
2743,0,0,1,0
2744,0,0,1,0
2745,0,1,1,1
2746,1,1,0,1
2747,0,1,1,0
2748,0,1,1,1
2749,1,0,1,1
2750,1,0,1,0
2751,1,0,0,0
2752,0,0,1,0
2753,0,0,1,0
2754,1,0,0,0
2755,1,0,0,1
2756,0,0,1,0
2757,0,1,1,0
2758,1,1,1,1
2759,1,0,1,1
2760,0,1,1,1
2761,1,0,1,0
2762,0,0,0,0
2763,0,1,0,0
2764,0,0,1,0
2765,0,0,1,0
2766,1,0,1,0
2767,1,0,0,1
2768,0,0,1,0
2769,0,0,0,0
2770,0,0,0,0
2771,0,1,1,0
2772,0,1,0,0
2773,1,0,1,1
2774,1,1,0,1
2775,1,0,1,0
2776,1,0,1,0
2777,0,0,0,0
2778,0,0,0,1
2779,0,1,0,0
2780,0,1,1,0
2781,0,1,0,1
2782,1,1,0,1
2783,0,0,1,0
2784,1,1,1,1
2785,1,0,0,1
2786,1,0,0,1
2787,1,1,0,1
2788,0,0,1,0
2789,1,1,1,1
2790,1,1,0,1
2791,1,1,1,1
2792,0,1,0,0
2793,0,1,0,0
2794,0,0,1,0
2795,1,1,0,0
2796,1,1,0,1
2797,0,0,1,0
2798,1,1,0,1
2799,0,1,0,0
2800,0,0,1,0
2801,1,0,0,0
2802,1,1,0,0
2803,1,0,1,1
2804,1,1,1,1
2805,0,0,1,0
2806,0,1,0,0
2807,0,1,1,1
2808,0,1,0,0
2809,0,0,1,0
2810,1,1,0,1
2811,0,0,0,0
2812,0,1,1,1
2813,0,1,0,1
2814,1,1,0,1
2815,1,1,1,1
2816,1,1,0,1
2817,1,0,0,0
2818,0,0,0,0
2819,0,0,1,0
2820,1,1,1,1
2821,1,1,1,1
2822,0,0,1,0
2823,0,1,1,1
2824,1,1,1,1
2825,1,1,1,1
2826,1,0,1,0
2827,1,0,0,1
2828,0,0,0,0
2829,0,0,0,0
2830,0,0,0,0
2831,1,1,1,1
2832,1,1,0,1
2833,0,1,0,1
2834,0,1,0,0
2835,0,0,0,0
2836,0,0,0,0
2837,1,1,1,1
2838,0,0,1,0
2839,0,1,0,0
2840,0,1,0,0
2841,0,1,0,0
2842,0,1,0,1
2843,0,0,1,0
2844,0,1,0,0
2845,1,0,1,0
2846,1,1,0,1
2847,1,1,1,1
2848,1,1,1,1
2849,0,1,1,1
2850,1,0,0,0
2851,1,1,0,1
2852,0,0,1,0
2853,0,1,0,0
2854,1,1,0,1
2855,1,1,1,1
2856,0,0,0,0
2857,1,1,1,1
2858,0,1,0,0
2859,0,1,0,0
2860,0,1,1,1
2861,0,1,1,0
2862,1,0,1,1
2863,0,0,1,0
2864,0,1,0,0
2865,1,1,0,1
2866,0,0,0,1
2867,1,1,1,1
2868,1,0,0,1
2869,1,1,0,1
2870,0,1,0,0
2871,1,0,1,1
2872,1,1,1,0
2873,0,0,0,0
2874,1,0,0,1
2875,1,0,1,0
2876,1,1,1,1
2877,1,0,1,1
2878,1,0,1,1
2879,0,1,0,0
2880,1,1,1,1
2881,1,1,0,1
2882,0,1,1,0
2883,0,1,0,0
2884,0,1,0,0
2885,1,0,1,1
2886,0,1,0,0
2887,1,0,0,0
2888,1,1,0,1
2889,0,0,1,0
2890,0,0,1,0
2891,1,1,1,1
2892,0,1,0,0
2893,1,0,0,0
2894,0,1,0,0
2895,0,1,0,0
2896,0,0,1,0
2897,1,0,0,1
2898,0,0,0,0
2899,1,1,0,1
2900,1,1,1,1
2901,1,1,0,1
2902,1,1,1,1
2903,0,0,1,0
2904,1,1,0,1
2905,1,0,0,0
2906,0,1,0,0
2907,1,1,0,1
2908,0,0,1,0
2909,1,1,1,1
2910,0,1,1,1
2911,1,0,1,1
2912,0,1,1,1
2913,1,0,1,0
2914,1,0,1,0
2915,0,0,1,0
2916,0,0,1,0
2917,0,1,1,1
2918,0,1,0,0
2919,1,1,0,1
2920,1,0,0,0
2921,0,1,1,1
2922,1,1,0,0
2923,0,1,1,1
2924,0,1,1,1
2925,1,0,0,0
2926,1,0,1,0
2927,1,1,0,1
2928,1,0,1,1
2929,1,1,1,1
2930,1,1,0,0
2931,1,1,0,1
2932,0,0,0,0
2933,0,1,0,0
2934,0,0,0,0
2935,0,0,0,0
2936,0,1,1,0
2937,1,0,1,0
2938,0,0,1,0
2939,0,1,1,0
2940,0,0,0,0
2941,0,0,1,0
2942,0,1,1,1
2943,0,1,0,0
2944,0,0,1,0
2945,1,1,0,1
2946,1,1,0,1
2947,0,0,0,0
2948,1,0,1,0
2949,1,1,0,1
2950,1,0,1,1
2951,1,1,1,1
2952,0,1,1,1
2953,1,0,0,1
2954,1,0,0,0
2955,1,1,0,0
2956,0,1,1,0
2957,0,1,1,1
2958,0,1,0,0
2959,0,0,1,1
2960,0,1,0,0
2961,0,0,0,0
2962,0,0,1,1
2963,1,1,1,1
2964,1,0,0,0
2965,1,0,1,0
2966,0,1,0,0
2967,0,0,0,0
2968,0,0,1,0
2969,0,1,0,0
2970,0,1,1,1
2971,1,1,0,1
2972,1,1,1,1
2973,0,1,1,1
2974,0,1,0,0
2975,0,1,1,1
2976,0,0,1,0
2977,1,0,0,0
2978,0,1,1,1
2979,0,0,0,0
2980,0,0,1,0
2981,0,1,0,0
2982,1,0,0,1
2983,0,1,0,0
2984,0,0,0,0
2985,1,1,1,1
2986,1,0,0,0
2987,1,0,1,0
2988,0,0,0,0
2989,0,1,1,0
2990,1,0,0,1
2991,1,0,1,1
2992,1,1,1,1
2993,1,1,0,1
2994,1,0,0,0
2995,1,0,0,0
2996,0,0,1,0
2997,0,0,1,0
2998,0,1,1,0
2999,1,0,1,0
3000,1,0,0,0
3001,1,1,0,1
3002,1,0,0,0
3003,1,0,0,0
3004,1,0,1,0
3005,0,1,1,0
3006,0,1,0,0
3007,1,0,1,0
3008,0,0,0,0
3009,1,1,1,1
3010,0,0,1,0
3011,1,0,1,0
3012,1,1,1,0
3013,0,1,1,0
3014,0,1,1,0
3015,1,0,0,1
3016,1,0,1,0
3017,0,0,0,0
3018,0,0,0,0
3019,1,1,0,1
3020,0,0,0,1
3021,1,0,0,0
3022,1,1,0,1
3023,1,1,1,1
3024,1,0,1,0
3025,0,1,1,1
3026,0,1,0,0
3027,0,0,0,0
3028,0,0,0,0
3029,0,0,1,0
3030,0,0,1,0
3031,0,1,1,1
3032,1,1,0,1
3033,0,0,0,0
3034,0,0,0,0
3035,1,1,1,1
3036,0,0,0,0
3037,0,0,0,0
3038,1,0,0,0
3039,0,0,0,0
3040,0,1,1,1
3041,0,0,1,0
3042,1,1,0,0
3043,0,0,0,0
3044,0,0,1,1
3045,1,1,1,1
3046,0,0,0,0
3047,1,1,1,1
3048,1,0,1,1
3049,0,0,0,1
3050,1,0,1,0
3051,1,0,1,1
3052,0,0,1,0
3053,1,1,1,1
3054,1,1,0,1
3055,0,0,1,0
3056,0,0,1,0
3057,0,1,0,0
3058,1,1,1,1
3059,0,0,0,0
3060,1,0,0,0
3061,1,1,1,1
3062,1,0,1,0
3063,1,1,1,1
3064,1,0,1,0
3065,1,1,1,1
3066,1,1,0,1
3067,0,0,1,0
3068,0,1,0,0
3069,1,0,1,0
3070,1,0,0,0
3071,0,0,1,0
3072,1,0,1,0
3073,0,1,1,0
3074,0,0,1,0
3075,0,0,1,1
3076,1,0,0,0
3077,1,0,1,0
3078,0,1,1,1
3079,0,0,1,1
3080,0,1,0,0
3081,0,1,1,1
3082,0,1,0,0
3083,1,0,1,0
3084,0,0,0,0
3085,1,0,1,0
3086,0,0,1,0
3087,1,1,0,1
3088,1,1,1,1
3089,1,0,0,0
3090,1,0,1,1
3091,1,0,1,0
3092,1,0,0,0
3093,0,0,1,0
3094,1,0,0,0
3095,0,0,0,0
3096,1,1,1,1
3097,1,1,1,1
3098,0,1,1,0
3099,1,1,0,1
3100,0,0,0,1
3101,0,0,1,1
3102,0,0,0,0
3103,0,0,0,0
3104,1,0,0,1
3105,1,1,0,1
3106,0,0,1,0
3107,1,1,1,1
3108,1,0,1,0
3109,0,1,0,0
3110,1,0,0,1
3111,0,1,0,0
3112,0,0,0,1
3113,1,0,1,1
3114,1,0,0,0
3115,1,0,0,1
3116,0,1,1,1
3117,0,0,1,0
3118,1,1,1,1
3119,1,0,0,0
3120,1,1,0,0
3121,1,0,0,0
3122,0,0,0,0
3123,1,1,0,1
3124,0,0,0,0
3125,0,0,1,0
3126,1,1,0,1
3127,1,0,1,0
3128,1,1,1,0
3129,0,0,1,0
3130,1,1,0,1
3131,1,1,0,1
3132,0,1,1,1
3133,1,1,0,1
3134,0,0,0,0
3135,1,0,1,0
3136,0,1,0,0
3137,1,0,0,0
3138,1,0,0,0
3139,0,0,0,0
3140,0,1,1,0
3141,1,0,1,0
3142,0,0,0,0
3143,0,1,0,0
3144,0,0,0,0
3145,0,1,1,1
3146,1,1,0,1
3147,1,1,0,1
3148,0,0,1,0
3149,0,0,0,0
3150,0,1,1,1
3151,0,1,0,0
3152,1,1,1,1
3153,1,1,0,1
3154,0,1,0,0
3155,0,1,1,1
3156,0,0,1,0
3157,1,1,1,1
3158,0,1,1,1
3159,1,1,1,1
3160,0,0,0,0
3161,1,0,1,0
3162,0,0,1,0
3163,1,0,1,0
3164,0,1,1,0
3165,0,0,0,0
3166,0,1,0,0
3167,1,1,0,0
3168,0,1,0,0
3169,1,1,0,1
3170,1,1,1,1
3171,0,1,0,0
3172,0,0,0,0
3173,0,0,1,0
3174,1,0,1,1
3175,0,0,0,0
3176,1,0,0,0
3177,1,1,1,1
3178,0,0,0,0
3179,0,0,1,0
3180,0,0,1,0
3181,0,1,0,0
3182,0,1,0,0
3183,0,1,0,1
3184,1,0,1,1
3185,1,0,1,1
3186,1,0,0,1
3187,0,0,0,1
3188,1,0,0,0
3189,1,1,1,1
3190,1,0,1,0
3191,1,1,1,1
3192,1,0,0,0
3193,0,1,1,1
3194,0,1,1,1
3195,1,1,0,1
3196,1,1,1,1
3197,1,0,0,0
3198,0,0,1,0
3199,0,0,0,0
3200,1,1,0,1
3201,0,0,1,0
3202,0,0,0,0
3203,1,0,1,0
3204,0,0,0,0
3205,0,1,0,1
3206,1,1,0,1
3207,0,0,1,0
3208,0,0,0,0
3209,1,0,0,0
3210,0,1,1,0
3211,0,1,0,0
3212,1,1,0,1
3213,1,0,0,1
3214,1,1,0,1
3215,0,1,1,1
3216,1,1,0,1
3217,0,1,0,0
3218,1,1,1,1
3219,0,0,0,1
3220,1,0,0,0
3221,1,0,1,0
3222,1,0,1,0
3223,1,1,1,1
3224,0,0,1,0
3225,1,0,0,1
3226,1,0,1,0
3227,0,1,0,0
3228,1,0,1,0
3229,0,1,0,0
3230,1,1,1,1
3231,1,1,1,1
3232,1,0,0,0
3233,0,1,1,0
3234,1,0,1,0
3235,1,0,1,1
3236,1,0,0,0
3237,0,1,1,1
3238,0,1,1,1
3239,1,0,0,1
3240,0,1,0,0
3241,1,1,1,1
3242,1,1,0,1
3243,1,0,0,1
3244,1,1,0,1
3245,1,1,1,1
3246,1,0,1,0
3247,1,1,0,1
3248,0,0,1,0
3249,0,1,0,0
3250,0,1,1,1
3251,0,1,0,0
3252,0,1,1,1
3253,0,1,0,0
3254,0,1,1,1
3255,1,0,1,0
3256,1,1,0,1
3257,1,1,1,1
3258,1,1,1,1
3259,0,0,1,0
3260,0,0,1,0
3261,1,0,1,0
3262,1,1,1,1
3263,0,1,1,1
3264,1,0,1,0
3265,1,0,0,0
3266,1,0,1,0
3267,1,1,0,1
3268,0,0,1,0
3269,1,1,0,1
3270,1,1,1,1
3271,0,1,0,0
3272,0,0,0,0
3273,1,1,1,1
3274,0,0,0,0
3275,1,0,1,0
3276,1,0,1,0
3277,0,0,0,0
3278,1,1,1,1
3279,1,1,0,1
3280,1,1,0,1
3281,1,1,1,0
3282,0,0,1,0
3283,0,0,1,1
3284,1,0,1,0
3285,0,0,1,0
3286,1,1,0,1
3287,1,0,0,1
3288,1,1,1,0
3289,1,0,1,0
3290,1,0,1,1
3291,0,0,0,0
3292,1,0,0,0
3293,0,1,0,0
3294,0,1,1,1
3295,1,1,1,1
3296,1,1,0,1
3297,1,0,1,1
3298,1,0,1,0
3299,1,1,0,1
3300,0,1,0,0
3301,1,0,1,0
3302,1,0,0,1
3303,0,1,1,1
3304,0,1,0,0
3305,1,1,0,1
3306,0,0,1,0
3307,1,1,1,1
3308,0,1,0,0
3309,0,1,1,1
3310,1,1,0,1
3311,0,1,1,1
3312,0,0,0,0
3313,0,1,0,0
3314,0,0,0,0
3315,0,1,1,0
3316,0,1,0,0
3317,1,1,0,1
3318,1,0,0,0
3319,0,0,0,0
3320,1,0,1,1
3321,1,1,1,1
3322,1,1,0,1
3323,0,0,0,0
3324,1,0,1,1
3325,0,1,0,0
3326,1,0,1,0
3327,0,1,0,0
3328,0,0,1,0
3329,1,0,0,1
3330,1,0,1,0
3331,0,1,1,0
3332,1,1,1,1
3333,1,0,0,0
3334,1,1,1,1
3335,0,1,1,1
3336,0,1,0,0
3337,1,1,0,1
3338,1,0,0,1
3339,1,1,0,1
3340,0,1,1,1
3341,0,0,0,0
3342,1,1,0,1
3343,1,1,0,0
3344,1,1,0,1
3345,1,0,0,0
3346,1,0,0,0
3347,1,1,0,1
3348,0,1,1,0
3349,1,0,1,0
3350,0,0,1,0
3351,1,0,1,1
3352,1,1,1,1
3353,0,1,0,0
3354,0,0,0,0
3355,0,1,0,1
3356,0,1,0,0
3357,1,1,1,1
3358,0,1,1,1
3359,1,1,0,1
3360,0,1,0,0
3361,1,1,1,1
3362,1,0,1,0
3363,1,0,1,0
3364,1,0,0,1
3365,1,0,0,0
3366,1,0,1,1
3367,0,0,1,0
3368,1,0,0,0
3369,0,0,0,0
3370,0,0,0,0
3371,1,1,0,1
3372,0,1,1,0
3373,1,0,1,0
3374,0,1,1,0
3375,1,1,0,1
3376,0,0,0,0
3377,1,0,0,0
3378,1,0,1,0
3379,1,1,1,1
3380,1,1,1,1
3381,0,0,0,1
3382,1,1,0,1
3383,0,1,1,0
3384,0,1,0,0
3385,0,0,1,0
3386,1,1,1,1
3387,0,1,1,1
3388,0,1,1,1
3389,0,1,0,0
3390,1,1,0,1
3391,1,1,0,1
3392,0,1,0,0
3393,1,0,0,1
3394,1,0,0,0
3395,0,1,1,1
3396,0,0,0,0
3397,1,1,0,1
3398,0,1,0,0
3399,1,1,1,1
3400,1,0,0,1
3401,1,1,1,1
3402,1,1,0,1
3403,1,0,0,0
3404,1,0,0,0
3405,0,1,1,1
3406,0,0,1,1
3407,1,0,0,0
3408,1,1,0,0
3409,1,1,0,1
3410,0,1,1,1
3411,1,0,1,0
3412,0,0,0,0
3413,1,0,1,0
3414,1,1,1,0
3415,0,0,1,0
3416,0,0,1,0
3417,1,1,0,1
3418,1,1,0,0
3419,1,1,1,1
3420,0,0,1,0
3421,0,1,1,1
3422,0,0,0,1
3423,0,0,0,0
3424,0,1,1,1
3425,0,1,1,1
3426,1,1,1,1
3427,1,1,1,1
3428,0,1,0,0
3429,1,0,0,0
3430,1,0,0,1
3431,0,0,0,0
3432,1,1,0,1
3433,0,0,0,1
3434,0,1,1,0
3435,1,1,1,1
3436,0,0,0,1
3437,0,0,0,0
3438,0,1,0,0
3439,0,0,1,0
3440,0,1,1,0
3441,0,0,1,0
3442,0,0,1,0
3443,0,0,0,0
3444,1,0,1,1
3445,1,0,0,0
3446,1,1,1,1
3447,0,0,1,0
3448,0,0,1,0
3449,1,0,1,1
3450,1,1,0,1
3451,1,1,0,1
3452,0,1,0,0
3453,1,1,0,1
3454,1,1,0,1
3455,0,0,0,0
3456,1,0,0,1
3457,0,0,1,0
3458,0,1,0,0
3459,0,1,1,1
3460,1,0,0,0
3461,1,1,1,1
3462,0,1,0,0
3463,1,1,1,1
3464,1,0,0,1
3465,1,0,0,0
3466,1,1,0,0
3467,0,1,0,0
3468,1,1,1,1
3469,0,1,0,0
3470,0,0,0,0
3471,1,1,1,1
3472,0,0,0,0
3473,1,0,1,0
3474,1,0,1,0
3475,0,1,0,0
3476,0,0,0,0
3477,0,0,1,0
3478,0,1,0,0
3479,1,1,1,1
3480,1,1,0,1
3481,1,0,0,0
3482,0,1,1,0
3483,0,0,0,0
3484,0,0,0,0
3485,1,1,0,1
3486,0,0,1,0
3487,1,0,0,1
3488,0,0,1,0
3489,1,0,0,0
3490,1,1,1,1
3491,0,0,0,0
3492,0,1,0,0
3493,1,0,1,0
3494,1,0,0,0
3495,0,1,1,1
3496,0,0,0,0
3497,1,0,1,0
3498,0,0,0,0
3499,1,0,1,1
3500,1,0,0,1
3501,0,0,1,0
3502,0,1,1,1
3503,0,1,0,0
3504,0,1,1,1
3505,0,0,1,0
3506,1,0,0,0
3507,1,0,0,0
3508,0,1,0,0
3509,0,0,0,1
3510,0,1,0,0
3511,1,0,0,0
3512,0,0,1,0
3513,0,0,1,0
3514,1,1,1,1
3515,1,0,0,0
3516,0,1,0,0
3517,0,0,1,0
3518,0,0,1,0
3519,1,1,0,1
3520,0,0,1,0
3521,0,0,0,1
3522,0,0,0,0
3523,1,0,1,0
3524,1,1,0,0
3525,0,1,0,0
3526,0,0,0,0
3527,1,0,0,1
3528,1,1,1,1
3529,1,0,0,0
3530,1,1,0,1
3531,1,0,1,1
3532,1,1,0,1
3533,1,1,0,1
3534,1,1,1,1
3535,1,1,1,1
3536,0,0,0,0
3537,0,0,0,0
3538,0,1,1,0
3539,1,1,0,1
3540,0,1,0,0
3541,1,1,0,1
3542,1,0,1,0
3543,0,1,0,0
3544,1,1,1,1
3545,0,1,1,1
3546,0,1,1,1
3547,0,1,1,1
3548,1,1,0,1
3549,0,1,1,0
3550,1,0,0,1
3551,0,1,1,0
3552,0,1,1,0
3553,0,1,0,0
3554,1,0,1,0
3555,1,0,1,0
3556,1,0,0,0
3557,0,1,1,1
3558,0,1,1,1
3559,1,1,1,1
3560,1,0,0,0
3561,1,1,1,1
3562,1,0,0,0
3563,1,0,0,1
3564,1,0,0,0
3565,0,0,1,0
3566,1,0,1,0
3567,0,1,1,0
3568,0,1,1,0
3569,1,0,0,0
3570,1,1,0,1
3571,0,1,1,1
3572,1,0,1,0
3573,1,0,0,1
3574,0,1,1,0
3575,0,1,1,1
3576,0,1,1,0
3577,1,1,1,1
3578,0,0,1,0
3579,1,1,1,1
3580,0,0,0,0
3581,0,0,0,0
3582,0,1,0,0
3583,1,1,0,1
3584,1,1,1,1
3585,0,0,1,0
3586,0,0,0,0
3587,0,0,0,0
3588,1,0,0,0
3589,0,1,0,0
3590,1,0,0,1
3591,0,0,1,0
3592,0,1,1,1
3593,0,0,0,0
3594,0,0,0,0
3595,0,1,1,0
3596,0,0,1,0
3597,1,0,1,1
3598,0,0,0,1
3599,1,0,1,0
3600,0,1,0,0
3601,0,0,0,0
3602,1,1,1,1
3603,0,0,1,0
3604,1,1,1,1
3605,1,1,0,1
3606,0,1,1,1
3607,1,0,1,0
3608,1,0,0,1
3609,0,0,1,0
3610,1,1,1,1
3611,0,0,0,0
3612,0,0,0,0
3613,0,0,0,0
3614,0,0,0,0
3615,1,1,0,1
3616,0,1,1,1
3617,0,0,1,0
3618,1,0,0,0
3619,0,0,1,0
3620,0,1,1,1
3621,1,0,0,0
3622,1,1,0,1
3623,1,1,0,1
3624,1,0,1,0
3625,1,0,0,0
3626,1,0,1,0
3627,1,1,1,1
3628,0,1,1,1
3629,1,0,1,0
3630,1,1,0,1
3631,1,0,1,0
3632,0,0,0,0
3633,0,1,1,0
3634,1,1,0,1
3635,1,1,0,1
3636,1,1,0,1
3637,0,0,1,0
3638,0,0,1,0
3639,1,0,1,0
3640,0,1,0,0
3641,1,0,1,0
3642,0,1,1,0
3643,0,1,1,1
3644,1,1,0,1
3645,1,0,1,0
3646,1,1,1,1
3647,1,1,0,1
3648,0,1,0,0
3649,0,1,0,0
3650,0,1,0,0
3651,1,1,0,1
3652,0,1,0,0
3653,1,1,1,0
3654,0,1,1,0
3655,1,1,0,1
3656,1,1,1,1
3657,0,1,0,0
3658,1,0,1,0
3659,1,0,0,0
3660,0,1,0,0
3661,1,1,1,1
3662,1,1,1,1
3663,1,0,1,0
3664,0,0,1,0
3665,0,0,1,0
3666,1,1,1,1
3667,0,1,1,1
3668,1,1,1,0
3669,1,1,0,0
3670,1,0,1,0
3671,1,1,1,1
3672,1,0,0,0
3673,0,0,0,0
3674,1,1,0,0
3675,0,0,0,0
3676,0,0,1,0
3677,1,0,1,0
3678,1,0,0,0
3679,0,1,0,0
3680,0,1,1,0
3681,0,0,1,0
3682,1,1,1,1
3683,0,0,1,0
3684,1,1,0,1
3685,1,1,1,1
3686,1,1,0,1
3687,0,1,0,0
3688,1,1,0,1
3689,1,0,1,0
3690,1,1,0,1
3691,1,0,1,0
3692,1,0,0,0
3693,0,1,1,1
3694,1,0,0,0
3695,1,1,0,1
3696,0,0,1,0
3697,1,0,1,0
3698,0,1,0,0
3699,1,1,0,1
3700,0,1,1,0
3701,0,1,0,0
3702,1,0,1,0
3703,1,1,1,1
3704,1,0,0,0
3705,0,0,1,1
3706,0,0,0,0
3707,0,0,1,0
3708,1,0,1,0
3709,0,0,0,0
3710,0,1,1,1
3711,1,0,0,0
3712,0,0,1,0
3713,0,0,1,0
3714,1,1,1,1
3715,0,1,1,1
3716,1,0,0,0
3717,1,1,1,1
3718,1,0,1,1
3719,1,1,1,1
3720,1,0,0,0
3721,0,1,0,0
3722,0,1,0,0
3723,1,1,0,0
3724,1,0,1,0
3725,0,0,1,1
3726,1,0,1,1
3727,1,1,0,1
3728,1,1,0,1
3729,0,0,1,0
3730,0,1,1,1
3731,1,0,1,0
3732,1,0,0,0
3733,0,0,1,0
3734,0,0,1,0
3735,1,1,0,1
3736,1,1,0,0
3737,0,1,1,1
3738,0,0,0,0
3739,0,1,1,0
3740,1,0,1,0
3741,0,0,1,0
3742,1,0,1,0
3743,0,0,0,0
3744,0,0,0,0
3745,0,0,0,1
3746,0,1,1,0
3747,1,1,1,1
3748,1,1,1,1
3749,0,1,0,0
3750,1,0,0,0
3751,0,0,1,1
3752,0,1,0,0
3753,0,1,0,0
3754,0,1,0,0
3755,1,1,0,1
3756,0,1,1,1
3757,0,1,0,0
3758,1,1,1,1
3759,0,1,0,0
3760,0,0,1,0
3761,0,0,1,1
3762,1,0,0,1
3763,0,0,1,0
3764,1,1,1,1
3765,0,0,0,0
3766,0,1,1,0
3767,1,0,0,0
3768,0,1,1,1
3769,0,1,0,0
3770,1,0,0,0
3771,1,0,0,0
3772,1,1,0,1
3773,1,1,0,1
3774,1,1,1,1
3775,0,0,1,0
3776,1,0,0,0
3777,0,1,1,1
3778,0,0,1,0
3779,0,1,1,0
3780,1,0,0,0
3781,1,0,0,0
3782,0,0,1,0
3783,1,0,0,1
3784,1,0,0,0
3785,1,1,1,1
3786,1,1,0,1
3787,0,0,0,0
3788,0,1,0,0
3789,1,1,0,0
3790,0,0,0,0
3791,1,1,1,1
3792,1,0,0,0
3793,0,1,0,0
3794,0,1,1,0
3795,0,1,1,1
3796,1,1,0,1
3797,0,1,1,1
3798,1,1,0,0
3799,0,1,1,0
3800,0,0,0,0
3801,1,0,1,0
3802,1,0,0,0
3803,1,0,1,0
3804,1,1,0,1
3805,1,1,0,1
3806,1,1,0,0
3807,1,0,1,0
3808,1,0,1,1
3809,0,0,0,1
3810,1,1,0,0
3811,1,0,0,0
3812,0,1,0,0
3813,1,0,1,1
3814,0,1,1,1
3815,0,0,1,0
3816,1,1,0,1
3817,0,0,0,0
3818,1,0,1,1
3819,0,1,1,1
3820,0,1,1,1
3821,0,0,1,0
3822,1,1,0,1
3823,1,0,0,0
3824,0,1,0,0
3825,0,0,1,0
3826,1,1,0,1
3827,1,0,1,0
3828,0,0,1,0
3829,0,0,1,0
3830,1,1,1,1
3831,1,0,1,0
3832,1,1,0,1
3833,1,1,0,1
3834,1,1,0,0
3835,0,0,1,0
3836,1,1,0,0
3837,0,1,1,1
3838,1,1,0,1
3839,0,0,1,0
3840,1,1,1,1
3841,1,1,0,0
3842,0,1,1,0
3843,0,1,0,0
3844,1,0,0,0
3845,1,0,0,0
3846,1,1,1,1
3847,1,1,1,1
3848,1,1,1,1
3849,0,1,1,0
3850,0,0,0,0
3851,1,0,1,0
3852,0,0,0,1
3853,0,0,0,0
3854,0,1,1,1
3855,1,1,1,1
3856,0,0,0,0
3857,1,0,1,1
3858,0,1,0,0
3859,1,1,1,1
3860,0,1,1,1
3861,1,1,0,1
3862,1,1,0,1
3863,0,0,0,1
3864,1,0,1,1
3865,1,1,1,1
3866,1,1,1,1
3867,1,0,0,1
3868,1,1,0,1
3869,1,0,1,1
3870,1,0,0,0
3871,1,0,1,1
3872,0,0,0,0
3873,0,1,1,1
3874,1,1,1,1
3875,1,0,1,0
3876,0,1,0,0
3877,0,1,0,0
3878,0,1,1,0
3879,1,1,1,1
3880,0,0,1,1
3881,1,1,1,1
3882,1,0,1,0
3883,0,0,1,0
3884,1,1,0,1
3885,1,0,0,0
3886,1,1,0,1
3887,1,1,0,1
3888,0,0,1,0
3889,0,1,1,0
3890,1,0,1,1
3891,1,0,0,0
3892,0,1,0,0
3893,1,1,1,1
3894,0,1,0,0
3895,1,0,0,0
